0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.550000000000000000e+02,2.550000000000000000e+02
1.530000000000000000e+02,5.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.600000000000000000e+01,1.280000000000000000e+02
2.550000000000000000e+02,2.550000000000000000e+02,0.000000000000000000e+00
1.250000000000000000e+02,2.220000000000000000e+02,5.000000000000000000e+01
2.550000000000000000e+02,1.530000000000000000e+02,1.020000000000000000e+02
3.900000000000000000e+01,1.830000000000000000e+02,2.800000000000000000e+01
7.700000000000000000e+01,7.700000000000000000e+01,7.700000000000000000e+01
2.040000000000000000e+02,2.040000000000000000e+02,5.100000000000000000e+01
1.080000000000000000e+02,2.390000000000000000e+02,2.030000000000000000e+02
1.450000000000000000e+02,1.580000000000000000e+02,2.030000000000000000e+02
